url,title,cluster,primary_keyword,search_intent,parent_url,title_similarity,heading_similarity,body_similarity,intent_similarity,classification,destination_url,recommended_action,risk,notes
https://www.tsurilogue.com/ja/media/how-to-choose-catch-record-app,釣果記録アプリは何を基準に選ぶ？初心者向け比較ポイント｜TSURILOGUEで始める釣りログ習慣,釣果共有,釣果記録アプリ,比較,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.400,0.107,0.105,0.650,MERGE,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=free-catch-record-app-tsurilogue
https://www.tsurilogue.com/ja/media/enjoy-fishing-with-tsurilogue,TSURILOGUEで釣りをもっと楽しく続ける方法｜釣果記録・共有・大会で広がる新しい釣りログ習慣,釣り大会・オンライン釣り大会,釣りログ,使い方,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.450,0.080,0.054,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=turn-fishing-log-into-tournament
https://www.tsurilogue.com/ja/media/fishing-shop-catch-post-event,釣具店イベントに釣果投稿を活用する方法｜TSURILOGUEで来店促進・常連化・地域コミュニティを作ろう,釣り大会・オンライン釣り大会,オンライン釣り大会,使い方,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.228,0.096,0.035,0.850,REWRITE,,URLは残し、title/H1/descriptionや導入文で検索意図を差別化する候補。,LOW-MEDIUM: URL維持で安全だが、WP側本文リライトが必要。,GSC_DATA_REQUIRED; max_similar=fishing-tournament-results-announcement
https://www.tsurilogue.com/ja/media/charter-boat-catch-log,遊漁船・船長が釣果ログを残すべき理由｜TSURILOGUEで釣果投稿を集客とリピーターづくりに活かそう,TSURILOGUEの使い方・事業者向け,TSURILOGUE 使い方,事業者向け,https://www.tsurilogue.com/ja/media/how-to-start-tsurilogue-first-post,0.178,0.047,0.038,0.800,REWRITE,,URLは残し、title/H1/descriptionや導入文で検索意図を差別化する候補。,LOW-MEDIUM: URL維持で安全だが、WP側本文リライトが必要。,GSC_DATA_REQUIRED; max_similar=charter-boat-catch-report-tsurilogue
https://www.tsurilogue.com/ja/media/fishing-team-activity-log,釣りチームの活動記録にTSURILOGUEを使うメリット｜仲間内の釣果を残してもっと楽しく共有しよう,釣果共有,釣果共有,サービス紹介,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.343,0.055,0.041,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=share-catch-with-fishing-friends
https://www.tsurilogue.com/ja/media/fishing-tournament-results-announcement,釣り大会の結果発表を盛り上げる方法｜TSURILOGUEで次回も参加したくなるイベントにしよう,釣り大会・オンライン釣り大会,オンライン釣り大会,使い方,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.205,0.121,0.048,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=online-fishing-tournament-rules
https://www.tsurilogue.com/ja/media/beginner-friendly-fishing-tournament,初心者でも参加しやすい釣り大会の作り方｜TSURILOGUEで気軽に楽しむオンライン釣りイベント,釣り大会・オンライン釣り大会,オンライン釣り大会,使い方,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.313,0.152,0.073,0.850,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=online-fishing-tournament-tsurilogue
https://www.tsurilogue.com/ja/media/catch-ranking-ideas,釣果投稿が楽しくなるランキング企画アイデア集｜TSURILOGUEで仲間内の釣りをもっと盛り上げよう,釣り大会・オンライン釣り大会,オンライン釣り大会,大会運営,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.224,0.042,0.038,1.000,REWRITE,,URLは残し、title/H1/descriptionや導入文で検索意図を差別化する候補。,LOW-MEDIUM: URL維持で安全だが、WP側本文リライトが必要。,GSC_DATA_REQUIRED; max_similar=record-caught-fish
https://www.tsurilogue.com/ja/media/share-your-catch-with-friends,釣果共有で釣り仲間が増える理由｜TSURILOGUEで「今日釣れた！」をもっと楽しもう,釣果共有,釣果共有,サービス紹介,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.317,0.021,0.033,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=share-catch-with-fishing-friends
https://www.tsurilogue.com/ja/media/make-fishing-log-a-habit,釣りログを習慣化する方法｜釣行後5分でできるTSURILOGUE活用術,釣果共有,釣りログ,使い方,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.208,0.112,0.142,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=how-to-continue-fishing-log
https://www.tsurilogue.com/ja/media/review-catch-records-tsurilogue,釣果記録を見返すメリット｜TSURILOGUEで過去の釣りログを次の釣行に活かそう,釣果ログ・釣果記録,釣りログ,サービス紹介,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,0.232,0.031,0.045,0.800,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=fishing-blank-day-log-tsurilogue
https://www.tsurilogue.com/ja/media/fishing-log-checklist,釣りログに何を書く？初心者向け記録項目チェックリスト｜TSURILOGUEで釣果記録を始めよう,釣果共有,釣りログ,使い方,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.179,0.022,0.100,0.850,MERGE,https://www.tsurilogue.com/ja/media/catch-log-items,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=make-fishing-log-a-habit
https://www.tsurilogue.com/ja/media/fishing-blank-day-log-tsurilogue,釣れなかった日も釣りログに残すべき理由｜TSURILOGUEでボウズの日を次の一匹につなげよう,釣果ログ・釣果記録,釣りログ,問題解決,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,0.232,0.031,0.045,0.800,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=review-catch-records-tsurilogue
https://www.tsurilogue.com/ja/media/fishing-catch-photo-tips,釣果写真を上手に残すコツ｜TSURILOGUEで見返したくなる釣りログを作ろう,釣果共有,釣りログ,使い方,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.220,0.056,0.053,1.000,REWRITE,,URLは残し、title/H1/descriptionや導入文で検索意図を差別化する候補。,LOW-MEDIUM: URL維持で安全だが、WP側本文リライトが必要。,GSC_DATA_REQUIRED; max_similar=make-fishing-log-a-habit
https://www.tsurilogue.com/ja/media/catch-ranking-tsurilogue,釣果ランキングを作るメリット｜TSURILOGUEで仲間内の釣りをもっと楽しくする方法,釣り大会・オンライン釣り大会,オンライン釣り大会,使い方,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.444,0.067,0.113,0.650,REWRITE,,URLは残し、title/H1/descriptionや導入文で検索意図を差別化する候補。,LOW-MEDIUM: URL維持で安全だが、WP側本文リライトが必要。,GSC_DATA_REQUIRED; max_similar=catch-ranking-ideas
https://www.tsurilogue.com/ja/media/online-fishing-tournament-tsurilogue,オンライン釣り大会の始め方｜TSURILOGUEで離れた仲間とも釣果投稿で盛り上がろう,釣り大会・オンライン釣り大会,オンライン釣り大会,使い方,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.324,0.140,0.064,1.000,MERGE,https://www.tsurilogue.com/ja/media/online-fishing-tournament,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=online-fishing-tournament-rules
https://www.tsurilogue.com/ja/media/fishing-tournament-rules-checklist,釣り大会を開く前に決めるべきルール｜TSURILOGUEで失敗しない大会運営のコツ,釣り大会・オンライン釣り大会,オンライン釣り大会,使い方,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.338,0.115,0.066,1.000,MERGE,https://www.tsurilogue.com/ja/media/online-fishing-tournament-rules,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=online-fishing-tournament-rules
https://www.tsurilogue.com/ja/media/turn-fishing-log-into-tournament,釣りログを大会に変える方法｜TSURILOGUEで釣果記録をもっと楽しく活用しよう,釣り大会・オンライン釣り大会,釣りログ,使い方,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.450,0.080,0.054,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=enjoy-fishing-with-tsurilogue
https://www.tsurilogue.com/ja/media/how-to-continue-fishing-log,釣りログを続けるコツ｜釣果記録が続かない人でも習慣化できる方法,釣果共有,釣りログ,使い方,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.208,0.112,0.142,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=make-fishing-log-a-habit
https://www.tsurilogue.com/ja/media/kiroku-kyouyu,釣果記録を仲間と共有すると釣りが続く理由｜TSURILOGUEで広がる釣りログの楽しみ方,釣果共有,釣りログ,サービス紹介,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.212,0.051,0.045,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=save-fishing-log-before-sns-post
https://www.tsurilogue.com/ja/media/catch-record-app-tsurilogue,釣果記録アプリを使うと釣りはどう変わる？TSURILOGUEで始める新しい釣りログ習慣,釣果共有,釣果記録アプリ,サービス紹介,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.518,0.030,0.059,1.000,REDIRECT,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,統合完了後に301候補。現時点では実行しない。,HIGH: GSCデータ確認後に判断。既存流入があれば統合慎重。,GSC_DATA_REQUIRED; max_similar=free-catch-record-app-tsurilogue
https://www.tsurilogue.com/ja/media/how-to-start-tsurilogue,釣りローグを始めるならまず何を記録する？初心者向け釣りログの始め方,釣り大会・オンライン釣り大会,釣りログ,使い方,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.194,0.145,0.177,0.650,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=fishing-log-checklist
https://www.tsurilogue.com/ja/media/fishing-shop-tournament-tsurilogue,釣具店が釣りローグで釣り大会を開催するメリット｜来店促進・常連化・地域コミュニティづくりへ,釣り大会・オンライン釣り大会,オンライン釣り大会,大会運営,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.079,0.073,0.059,1.000,REWRITE,,URLは残し、title/H1/descriptionや導入文で検索意図を差別化する候補。,LOW-MEDIUM: URL維持で安全だが、WP側本文リライトが必要。,GSC_DATA_REQUIRED; max_similar=fishing-tournament-organizer-tsurilogue
https://www.tsurilogue.com/ja/media/charter-boat-catch-report-tsurilogue,遊漁船の釣果投稿に釣りローグを活用する方法｜釣果記録・共有・リピーターづくりへ,TSURILOGUEの使い方・事業者向け,TSURILOGUE 使い方,使い方,https://www.tsurilogue.com/ja/media/how-to-start-tsurilogue-first-post,0.178,0.047,0.038,0.800,REWRITE,,URLは残し、title/H1/descriptionや導入文で検索意図を差別化する候補。,LOW-MEDIUM: URL維持で安全だが、WP側本文リライトが必要。,GSC_DATA_REQUIRED; max_similar=charter-boat-catch-log
https://www.tsurilogue.com/ja/media/fishing-tournament-organizer-tsurilogue,釣り大会の幹事が楽になる釣りローグ活用術｜告知・投稿・集計・結果発表をスマホで管理,釣り大会・オンライン釣り大会,オンライン釣り大会,大会運営,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.079,0.073,0.059,1.000,REWRITE,,URLは残し、title/H1/descriptionや導入文で検索意図を差別化する候補。,LOW-MEDIUM: URL維持で安全だが、WP側本文リライトが必要。,GSC_DATA_REQUIRED; max_similar=fishing-shop-tournament-tsurilogue
https://www.tsurilogue.com/ja/media/fishing-team-circle-tsurilogue,釣りサークル・チームで釣りローグを使うメリット｜グループの釣果を楽しく管理する方法,釣り大会・オンライン釣り大会,オンライン釣り大会,使い方,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.047,0.069,0.030,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=fishing-shop-catch-post-event
https://www.tsurilogue.com/ja/media/share-catches-with-fishing-friends-tsurilogue,釣り仲間と釣果共有するなら釣りローグ｜LINEで流れる釣果を残る記録に,釣り大会・オンライン釣り大会,釣果共有,事業者向け,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.109,0.101,0.096,0.500,MERGE,https://www.tsurilogue.com/ja/media/share-your-catch-with-friends,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=fishing-team-circle-tsurilogue
https://www.tsurilogue.com/ja/media/private-fishing-tournament-tsurilogue,仲間内の釣り大会を釣りローグで開く方法｜スマホで楽しむ簡単イベント運営,釣り大会・オンライン釣り大会,オンライン釣り大会,使い方,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.164,0.167,0.062,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=fishing-tournament-guide
https://www.tsurilogue.com/ja/media/what-you-can-do-with-tsurilogue,釣りローグでできること｜釣果記録・共有・釣り大会をひとつに,釣り大会・オンライン釣り大会,オンライン釣り大会,大会運営,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.034,0.046,0.077,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=record-caught-fish
https://www.tsurilogue.com/ja/media/fishing-log-app,釣りログアプリの選び方｜釣果記録・釣行メモをスマホで残す方法,釣果ログ・釣果記録,釣りログ,比較,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,0.310,0.082,0.167,0.800,MERGE,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=what-is-fishing-log
https://www.tsurilogue.com/ja/media/what-is-fishing-log,釣りログとは？釣果記録・釣行メモを残すメリットと始め方,釣果ログ・釣果記録,釣りログ,使い方,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,0.310,0.082,0.167,0.800,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=fishing-log-app
https://www.tsurilogue.com/ja/media/what-is-catch-log,【TSURILOGUE】釣果ログとは？釣りの思い出を資産に変える記録術,釣り大会・オンライン釣り大会,オンライン釣り大会,大会運営,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.264,0.042,0.073,1.000,MERGE,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=record-caught-fish
https://www.tsurilogue.com/ja/media/fishing-blank-log,【TSURILOGUE】釣れなかった日こそ記録する価値あり｜ボウズだからこそ残したい情報とは,釣果共有,釣果共有,問題解決,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.221,0.063,0.061,0.800,MERGE,https://www.tsurilogue.com/ja/media/fishing-blank-day-log-tsurilogue,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=benefits-of-catch-log
https://www.tsurilogue.com/ja/media/record-caught-fish,【TSURILOGUE】釣れた魚を記録するだけで釣りが楽しくなる理由,釣り大会・オンライン釣り大会,オンライン釣り大会,大会運営,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.264,0.042,0.073,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=what-is-catch-log
https://www.tsurilogue.com/ja/media/fishing-catch-memo-smartphone,釣果メモはスマホで残す時代｜紙メモとの違いを解説,釣果ログ・釣果記録,釣果ログ,サービス紹介,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,0.033,0.026,0.077,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=catch-log-items
https://www.tsurilogue.com/ja/media/organize-fishing-photos,釣果写真の整理方法｜スマホの写真を釣行ログとして活かすコツ,釣果共有,釣果共有,使い方,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.047,0.059,0.053,1.000,REWRITE,,URLは残し、title/H1/descriptionや導入文で検索意図を差別化する候補。,LOW-MEDIUM: URL維持で安全だが、WP側本文リライトが必要。,GSC_DATA_REQUIRED; max_similar=group-catch-management
https://www.tsurilogue.com/ja/media/catch-log-items,【TSURILOGUE】釣果記録に残すべき項目一覧｜時間・場所・潮・ルアーをどう残す？,釣果ログ・釣果記録,釣果ログ,サービス紹介,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,0.290,0.234,0.216,0.800,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=fishing-log-app-items
https://www.tsurilogue.com/ja/media/benefits-of-catch-log,【TSURILOGUE】釣果記録をつけるメリットとは？釣れる人ほどログを残す理由,釣果共有,釣果共有,サービス紹介,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.290,0.062,0.050,0.850,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=share-catch-with-fishing-friends
https://www.tsurilogue.com/ja/media/fishing-log-app-items,【TSURILOGUE】釣行記録アプリで残すべき項目｜釣れた理由を次に活かす方法,釣果ログ・釣果記録,釣果ログ,使い方,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,0.290,0.234,0.216,0.800,MERGE,https://www.tsurilogue.com/ja/media/catch-log-items,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=catch-log-items
https://www.tsurilogue.com/ja/media/how-to-write-fishing-diary,釣り日記の書き方｜初心者向けテンプレート付き,釣果ログ・釣果記録,釣り日記,使い方,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,0.075,0.148,0.137,0.650,REWRITE,,URLは残し、title/H1/descriptionや導入文で検索意図を差別化する候補。,LOW-MEDIUM: URL維持で安全だが、WP側本文リライトが必要。,GSC_DATA_REQUIRED; max_similar=fishing-diary-app
https://www.tsurilogue.com/ja/media/fishing-diary-app,【TSURILOGUE】釣り日記アプリの選び方｜続けやすい釣行ログの始め方,釣果ログ・釣果記録,釣り日記,比較,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,0.440,0.062,0.063,0.700,REWRITE,,URLは残し、title/H1/descriptionや導入文で検索意図を差別化する候補。,LOW-MEDIUM: URL維持で安全だが、WP側本文リライトが必要。,GSC_DATA_REQUIRED; max_similar=hello-tsurilogue
https://www.tsurilogue.com/ja/media/group-catch-management,【TSURILOGUE】グループで釣果を管理する方法｜チーム・仲間内で使える共有術,釣果共有,釣果共有,使い方,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.361,0.060,0.047,1.000,SUPPORT,,親記事を補強する小記事として維持し、親記事への内部リンクを維持。,LOW,GSC_DATA_REQUIRED; max_similar=manage-catches-with-fishing-friends
https://www.tsurilogue.com/ja/media/share-catch-with-fishing-friends,【TSURILOGUE】釣り仲間と釣果を共有するメリット｜釣行がもっと楽しくなる理由,釣果共有,釣果共有,サービス紹介,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.343,0.055,0.041,1.000,MERGE,https://www.tsurilogue.com/ja/media/share-your-catch-with-friends,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=fishing-team-activity-log
https://www.tsurilogue.com/ja/media/line-catch-sharing,【TSURILOGUE】LINEで釣果共有するメリット・デメリット｜後から見返せる記録にする方法,釣果共有,釣果共有,使い方,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.258,0.058,0.064,1.000,MERGE,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=group-catch-management
https://www.tsurilogue.com/ja/media/fishing-sns-vs-catch-log-app,【TSURILOGUE】釣りSNSと釣果記録アプリの違い｜流れる投稿と残るログ,釣果共有,釣果記録アプリ,サービス紹介,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.295,0.065,0.057,0.850,MERGE,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=catch-record-app-tsurilogue
https://www.tsurilogue.com/ja/media/catch-sharing-app,【TSURILOGUE】釣果共有アプリの選び方｜仲間と釣りをもっと楽しむ方法,釣果共有,釣果共有アプリ,比較,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,0.258,0.058,0.051,0.800,MERGE,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,統合先へ独自見出し・事例を移植する候補。301は未実施。,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。,GSC_DATA_REQUIRED; max_similar=catch-sharing-app-line-sns-difference
https://www.tsurilogue.com/ja/media/online-fishing-tournament,【TSURILOGUE】オンライン釣り大会とは？スマホで楽しむ新しい釣りイベント,釣り大会・オンライン釣り大会,オンライン釣り大会,大会運営,https://www.tsurilogue.com/ja/media/online-fishing-tournament,0.304,0.096,0.061,1.000,KEEP,,親記事または独自意図記事として維持。,LOW,GSC_DATA_REQUIRED; max_similar=fishing-tournament-app
