source_url,source_title,classification,destination_url,destination_title,reason,unique_content_to_migrate,internal_links_to_update,redirect_recommended,risk
https://www.tsurilogue.com/ja/media/what-is-catch-log,【TSURILOGUE】釣果ログとは？釣りの思い出を資産に変える記録術,MERGE,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,【2026年版】釣果ログ・釣果投稿アプリの選び方｜記録・共有・大会で使えるサービスを比較,オンライン釣り大会 / 大会運営 が統合先と近く、代表URLへ評価を集約したい。,独自の具体例、チェックリスト、対象ユーザー別の説明があれば統合先へ移植。GSC_DATA_REQUIRED。,記事詳細・親記事・関連記事ブロックから旧URLへのリンクがある場合は統合先へ更新。,false,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。
https://www.tsurilogue.com/ja/media/fishing-blank-log,【TSURILOGUE】釣れなかった日こそ記録する価値あり｜ボウズだからこそ残したい情報とは,MERGE,https://www.tsurilogue.com/ja/media/fishing-blank-day-log-tsurilogue,釣れなかった日も釣りログに残すべき理由｜TSURILOGUEでボウズの日を次の一匹につなげよう,釣果共有 / 問題解決 が統合先と近く、代表URLへ評価を集約したい。,独自の具体例、チェックリスト、対象ユーザー別の説明があれば統合先へ移植。GSC_DATA_REQUIRED。,記事詳細・親記事・関連記事ブロックから旧URLへのリンクがある場合は統合先へ更新。,false,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。
https://www.tsurilogue.com/ja/media/fishing-log-app-items,【TSURILOGUE】釣行記録アプリで残すべき項目｜釣れた理由を次に活かす方法,MERGE,https://www.tsurilogue.com/ja/media/catch-log-items,【TSURILOGUE】釣果記録に残すべき項目一覧｜時間・場所・潮・ルアーをどう残す？,釣果ログ / 使い方 が統合先と近く、代表URLへ評価を集約したい。,独自の具体例、チェックリスト、対象ユーザー別の説明があれば統合先へ移植。GSC_DATA_REQUIRED。,記事詳細・親記事・関連記事ブロックから旧URLへのリンクがある場合は統合先へ更新。,false,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。
https://www.tsurilogue.com/ja/media/share-catch-with-fishing-friends,【TSURILOGUE】釣り仲間と釣果を共有するメリット｜釣行がもっと楽しくなる理由,MERGE,https://www.tsurilogue.com/ja/media/share-your-catch-with-friends,釣果共有で釣り仲間が増える理由｜TSURILOGUEで「今日釣れた！」をもっと楽しもう,釣果共有 / サービス紹介 が統合先と近く、代表URLへ評価を集約したい。,独自の具体例、チェックリスト、対象ユーザー別の説明があれば統合先へ移植。GSC_DATA_REQUIRED。,記事詳細・親記事・関連記事ブロックから旧URLへのリンクがある場合は統合先へ更新。,false,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。
https://www.tsurilogue.com/ja/media/line-catch-sharing,【TSURILOGUE】LINEで釣果共有するメリット・デメリット｜後から見返せる記録にする方法,MERGE,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,釣果共有アプリでできること｜LINE・SNSとの違いとTSURILOGUEの活用方法,釣果共有 / 使い方 が統合先と近く、代表URLへ評価を集約したい。,独自の具体例、チェックリスト、対象ユーザー別の説明があれば統合先へ移植。GSC_DATA_REQUIRED。,記事詳細・親記事・関連記事ブロックから旧URLへのリンクがある場合は統合先へ更新。,false,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。
https://www.tsurilogue.com/ja/media/fishing-sns-vs-catch-log-app,【TSURILOGUE】釣りSNSと釣果記録アプリの違い｜流れる投稿と残るログ,MERGE,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,釣果共有アプリでできること｜LINE・SNSとの違いとTSURILOGUEの活用方法,釣果記録アプリ / サービス紹介 が統合先と近く、代表URLへ評価を集約したい。,独自の具体例、チェックリスト、対象ユーザー別の説明があれば統合先へ移植。GSC_DATA_REQUIRED。,記事詳細・親記事・関連記事ブロックから旧URLへのリンクがある場合は統合先へ更新。,false,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。
https://www.tsurilogue.com/ja/media/catch-sharing-app,【TSURILOGUE】釣果共有アプリの選び方｜仲間と釣りをもっと楽しむ方法,MERGE,https://www.tsurilogue.com/ja/media/catch-sharing-app-line-sns-difference,釣果共有アプリでできること｜LINE・SNSとの違いとTSURILOGUEの活用方法,釣果共有アプリ / 比較 が統合先と近く、代表URLへ評価を集約したい。,独自の具体例、チェックリスト、対象ユーザー別の説明があれば統合先へ移植。GSC_DATA_REQUIRED。,記事詳細・親記事・関連記事ブロックから旧URLへのリンクがある場合は統合先へ更新。,false,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。
https://www.tsurilogue.com/ja/media/fishing-tournament-app,【TSURILOGUE】で釣り大会｜投稿・集計・順位管理をスマホで簡単に,MERGE,https://www.tsurilogue.com/ja/media/online-fishing-tournament,【TSURILOGUE】オンライン釣り大会とは？スマホで楽しむ新しい釣りイベント,オンライン釣り大会 / 大会運営 が統合先と近く、代表URLへ評価を集約したい。,独自の具体例、チェックリスト、対象ユーザー別の説明があれば統合先へ移植。GSC_DATA_REQUIRED。,記事詳細・親記事・関連記事ブロックから旧URLへのリンクがある場合は統合先へ更新。,false,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。
https://www.tsurilogue.com/ja/media/fishing-tournament-guide,【TSURILOGUE】仲間内で釣り大会を開く方法｜ルール作りから集計まで解説,MERGE,https://www.tsurilogue.com/ja/media/private-fishing-tournament-tsurilogue,仲間内の釣り大会を釣りローグで開く方法｜スマホで楽しむ簡単イベント運営,オンライン釣り大会 / 使い方 が統合先と近く、代表URLへ評価を集約したい。,独自の具体例、チェックリスト、対象ユーザー別の説明があれば統合先へ移植。GSC_DATA_REQUIRED。,記事詳細・親記事・関連記事ブロックから旧URLへのリンクがある場合は統合先へ更新。,false,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。
https://www.tsurilogue.com/ja/media/hello-tsurilogue,【TSURILOGUE】釣果記録アプリの選び方｜釣りが上達するログの残し方,MERGE,https://www.tsurilogue.com/ja/media/catch-log-app-comparison,【2026年版】釣果ログ・釣果投稿アプリの選び方｜記録・共有・大会で使えるサービスを比較,釣果記録アプリ / 比較 が統合先と近く、代表URLへ評価を集約したい。,独自の具体例、チェックリスト、対象ユーザー別の説明があれば統合先へ移植。GSC_DATA_REQUIRED。,記事詳細・親記事・関連記事ブロックから旧URLへのリンクがある場合は統合先へ更新。,false,MEDIUM: 本文統合作業が必要。重複削除と内部リンク移行を要確認。
