url,type,status_code,indexable,canonical,canonical_matches_self,meta_robots,lastmod,lastmod_source,title,meta_description,h1,category_slug,category_name,og_url,schema_url,issues
https://www.tsurilogue.com/ja/media/catch-ranking-ideas,article,200,True,https://www.tsurilogue.com/ja/media/catch-ranking-ideas,True,"index, follow",2026-07-18T11:57:35.000Z,article_modified_or_published,釣果投稿が楽しくなるランキング企画アイデア集｜TSURILOGUEで仲間内の釣りをもっと盛り上げよう,釣果投稿は、ただ記録するだけでも価値があります。 釣れた魚の写真を残す。魚種やサイズを記録する。釣行日のメモを書く。,釣果投稿が楽しくなるランキング企画アイデア集｜TSURILOGUEで仲間内の釣りをもっと盛り上げよう,,,https://www.tsurilogue.com/ja/media/catch-ranking-ideas,https://www.tsurilogue.com/ja/media/catch-ranking-ideas,
https://www.tsurilogue.com/ja/media/share-your-catch-with-friends,article,200,True,https://www.tsurilogue.com/ja/media/share-your-catch-with-friends,True,"index, follow",2026-07-17T11:56:18.000Z,article_modified_or_published,釣果共有で釣り仲間が増える理由｜TSURILOGUEで「今日釣れた！」をもっと楽しもう,釣りが終わったあと、多くの人が最初にすることがあります。 それは、 「今日釣れたよ！」 と誰かに伝えることです。 LINEで友達へ送る。 家族へ写真を見せる。,釣果共有で釣り仲間が増える理由｜TSURILOGUEで「今日釣れた！」をもっと楽しもう,,,https://www.tsurilogue.com/ja/media/share-your-catch-with-friends,https://www.tsurilogue.com/ja/media/share-your-catch-with-friends,
https://www.tsurilogue.com/ja/media/make-fishing-log-a-habit,article,200,True,https://www.tsurilogue.com/ja/media/make-fishing-log-a-habit,True,"index, follow",2026-07-16T11:29:17.000Z,article_modified_or_published,釣りログを習慣化する方法｜釣行後5分でできるTSURILOGUE活用術,釣果記録を始めたい。 釣りログを残した方が良いことはわかっている。 でも、なかなか続かない。 そんな釣り人は少なくありません。,釣りログを習慣化する方法｜釣行後5分でできるTSURILOGUE活用術,,,https://www.tsurilogue.com/ja/media/make-fishing-log-a-habit,https://www.tsurilogue.com/ja/media/make-fishing-log-a-habit,
https://www.tsurilogue.com/ja/media/category/%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3,category,200,True,https://www.tsurilogue.com/ja/media/category/%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3,True,"index, follow",2026-08-04T04:58:15.000Z,category_latest_article,コミュニティの記事一覧｜TSURILOGUE Media,釣り仲間、グループ、チームでの釣果共有や活動記録に関する記事を紹介。仲間と釣りを楽しむヒントをまとめています。,コミュニティの記事一覧,%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3,コミュニティ,https://www.tsurilogue.com/ja/media/category/%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3,,
https://www.tsurilogue.com/ja/media/category/%E9%81%8A%E6%BC%81%E8%88%B9%E3%83%BB%E4%BA%8B%E6%A5%AD%E8%80%85%E5%90%91%E3%81%91,category,200,True,https://www.tsurilogue.com/ja/media/category/%E9%81%8A%E6%BC%81%E8%88%B9%E3%83%BB%E4%BA%8B%E6%A5%AD%E8%80%85%E5%90%91%E3%81%91,True,"index, follow",2026-07-24T12:43:23.000Z,category_latest_article,遊漁船・事業者向けの記事一覧｜TSURILOGUE Media,遊漁船、釣具店、釣り事業者が釣果投稿やオンラインイベントを活用する方法を紹介。集客や釣果発信のヒントを解説します。,遊漁船・事業者向けの記事一覧,%E9%81%8A%E6%BC%81%E8%88%B9%E3%83%BB%E4%BA%8B%E6%A5%AD%E8%80%85%E5%90%91%E3%81%91,遊漁船・事業者向け,https://www.tsurilogue.com/ja/media/category/%E9%81%8A%E6%BC%81%E8%88%B9%E3%83%BB%E4%BA%8B%E6%A5%AD%E8%80%85%E5%90%91%E3%81%91,,
https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E3%83%AD%E3%82%B0,category,200,True,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E3%83%AD%E3%82%B0,True,"index, follow",2026-07-30T04:43:30.000Z,category_latest_article,釣りログの記事一覧｜TSURILOGUE Media,釣りログ、釣行記録、スマホでの釣果メモの残し方を紹介。釣れた条件を次の釣行に活かすための記事をまとめています。,釣りログの記事一覧,%E9%87%A3%E3%82%8A%E3%83%AD%E3%82%B0,釣りログ,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E3%83%AD%E3%82%B0,,
https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E4%BB%B2%E9%96%93,category,200,True,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E4%BB%B2%E9%96%93,True,"index, follow",2026-08-04T04:58:15.000Z,category_latest_article,釣り仲間の記事一覧｜TSURILOGUE Media,釣り仲間との釣果共有、グループ活動、仲間内ランキングに関する記事を紹介。釣果記録を仲間と楽しむ方法を解説します。,釣り仲間の記事一覧,%E9%87%A3%E3%82%8A%E4%BB%B2%E9%96%93,釣り仲間,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E4%BB%B2%E9%96%93,,
https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E5%A4%A7%E4%BC%9A%E3%83%BB%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88,category,200,True,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E5%A4%A7%E4%BC%9A%E3%83%BB%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88,True,"index, follow",2026-08-05T04:59:23.000Z,category_latest_article,釣り大会・イベントの記事一覧｜TSURILOGUE Media,オンライン釣り大会、仲間内ランキング、大会ルールや運営方法を紹介。スマホで楽しめる釣り大会の始め方を解説します。,釣り大会・イベントの記事一覧,%E9%87%A3%E3%82%8A%E5%A4%A7%E4%BC%9A%E3%83%BB%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88,釣り大会・イベント,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E5%A4%A7%E4%BC%9A%E3%83%BB%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88,,
https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E6%97%A5%E8%A8%98,category,200,True,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E6%97%A5%E8%A8%98,True,"index, follow",,category_latest_article,釣り日記の記事一覧｜TSURILOGUE Media,釣り日記、釣行メモ、スマホでの記録習慣に関する記事を紹介。釣行後に振り返りやすい記録方法を解説します。,釣り日記の記事一覧,%E9%87%A3%E3%82%8A%E6%97%A5%E8%A8%98,釣り日記,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E3%82%8A%E6%97%A5%E8%A8%98,,
https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E6%9E%9C%E5%85%B1%E6%9C%89,category,200,True,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E6%9E%9C%E5%85%B1%E6%9C%89,True,"index, follow",2026-08-05T04:59:23.000Z,category_latest_article,釣果共有の記事一覧｜TSURILOGUE Media,釣果共有、釣り仲間との記録共有、グループでの釣果管理に関する記事を紹介。TSURILOGUEを使った共有方法も解説します。,釣果共有の記事一覧,%E9%87%A3%E6%9E%9C%E5%85%B1%E6%9C%89,釣果共有,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E6%9E%9C%E5%85%B1%E6%9C%89,,
https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E6%9E%9C%E5%86%99%E7%9C%9F,category,200,True,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E6%9E%9C%E5%86%99%E7%9C%9F,True,"index, follow",2026-07-30T04:43:30.000Z,category_latest_article,釣果写真の記事一覧｜TSURILOGUE Media,釣果写真の残し方、SNS共有、釣れた魚の見せ方に関する記事を紹介。釣果をきれいに記録して振り返る方法をまとめています。,釣果写真の記事一覧,%E9%87%A3%E6%9E%9C%E5%86%99%E7%9C%9F,釣果写真,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E6%9E%9C%E5%86%99%E7%9C%9F,,
https://www.tsurilogue.com/ja/media/category/record,category,200,True,https://www.tsurilogue.com/ja/media/category/record,True,"index, follow",2026-08-06T05:04:44.000Z,category_latest_article,釣果記録の記事一覧｜TSURILOGUE Media,釣果記録、釣果ログ、釣果記録アプリの使い方や続け方を紹介。釣れた魚をスマホで記録し、次の釣行に活かす方法を解説します。,釣果記録の記事一覧,record,釣果記録,https://www.tsurilogue.com/ja/media/category/record,,
https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E8%A1%8C%E3%83%AD%E3%82%B0,category,200,True,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E8%A1%8C%E3%83%AD%E3%82%B0,True,"index, follow",2026-07-31T06:37:49.000Z,category_latest_article,釣行ログの記事一覧｜TSURILOGUE Media,釣行ログ、釣行メモ、釣りの振り返りに関する記事を紹介。潮位や天候、タックルを含めて釣行を記録する方法を解説します。,釣行ログの記事一覧,%E9%87%A3%E8%A1%8C%E3%83%AD%E3%82%B0,釣行ログ,https://www.tsurilogue.com/ja/media/category/%E9%87%A3%E8%A1%8C%E3%83%AD%E3%82%B0,,
